creator,format,identifier,publicdate,publisher,related-external-id,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"P{acute}erez, L. King,Casilla, Robert","ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,METS,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",firstdayingrapes00pacu,2011-10-17T21:35:05Z,New York : Lee & Low Books,"urn:isbn:0736793771,urn:oclc:815986989",First day in grapes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heller, Joseph, 1923-1999. aut","ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",catch2200hell,2010-04-05T17:00:05Z,[New York : Dell],,Catch-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ungerer, Tomi, 1931-","ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",crictor00unge,2011-09-02T16:09:46Z,New York Harper,,Crictor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Masurel, Claire,Halpern, Shari, ill","ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,Item CDX Index,Item CDX Meta-Index,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,WARC CDX Index,Web ARChive GZ,chOCR,hOCR",nonotitus00masu,2014-07-11T16:26:40Z,New York : North-South Books,"urn:isbn:3314210507,urn:oclc:416288267,urn:oclc:44073224,urn:oclc:691797824,urn:isbn:0735820740,urn:lccn:2006025911,urn:lccn:99020064,urn:oclc:400891981,urn:oclc:760049953,urn:oclc:76702878,urn:oclc:748455915,urn:oclc:566745827,urn:isbn:0613513894,urn:oclc:429560084,urn:isbn:0618067027,urn:oclc:174113797,urn:oclc:49534743,urn:isbn:073581208X,urn:oclc:422202874,urn:oclc:702082704,urn:oclc:717168703,urn:isbn:0673610322,urn:lccn:96044501,urn:oclc:558532814,urn:oclc:126876671,urn:isbn:0735820759,urn:isbn:1415694443,urn:isbn:0735812098,urn:isbn:1558587268,urn:oclc:47212644,urn:oclc:35762674,urn:isbn:0735812012,urn:isbn:0673610144,urn:oclc:45030010,urn:oclc:794533393,urn:isbn:0618066357,urn:isbn:0439168163,urn:oclc:45798769","No, no, Titus!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dahl, Roald","ACS Encrypted PDF,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Source,Metadata,Metadata Log,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",charlieetlachoco00biet,2011-08-18T20:58:59Z,[Paris] : Gallimard,,Charlie et la chocolaterie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wells-Barnett, Ida B., 1862-1931","Archive BitTorrent,Hypertext,Item Tile,PNG,Text,XML,ZIP",theredrecord14977gut,2006-12-07T00:00:00Z,,,The Red Record: Tabulated Statistics and Alleged Causes of Lynching in the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rosoff, Meg","ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JSON,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,METS,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",howilivenow00roso,2011-09-22T18:28:03Z,New York : Wendy Lamb Books,"urn:isbn:141776922X,urn:oclc:176881467,urn:isbn:0141380756,urn:oclc:255390994,urn:oclc:316539240,urn:oclc:440947608,urn:oclc:474580027,urn:oclc:56349438,urn:oclc:56465545,urn:oclc:758234268,urn:oclc:799244682,urn:isbn:1435279743,urn:oclc:227033452,urn:isbn:0553376055,urn:oclc:243697141,urn:oclc:254429697,urn:oclc:475196067,urn:oclc:65647727,urn:oclc:679816249,urn:oclc:880408512,urn:isbn:038590908X,urn:lccn:2004006443,urn:oclc:54858093,urn:oclc:834526295,urn:isbn:0449819604,urn:oclc:862228707,urn:isbn:0141045477,urn:oclc:667991210,urn:isbn:0141318015,urn:oclc:440705011,urn:oclc:60370968,urn:oclc:60768209,urn:oclc:698448718,urn:oclc:703355346,urn:oclc:711851955,urn:oclc:759052868,urn:oclc:777911896,urn:isbn:0756966175,urn:oclc:148744581,urn:isbn:0786288787,urn:lccn:2006013750,urn:oclc:261198281,urn:oclc:69593889,urn:isbn:0241951631,urn:oclc:670187934,urn:isbn:0141346566,urn:oclc:841183969,urn:oclc:870527131,urn:isbn:0141035005,urn:oclc:778889763,urn:oclc:837734617,urn:isbn:0375890548,urn:oclc:237406700,urn:oclc:869556681,urn:isbn:1299069932,urn:oclc:842993213,urn:isbn:0141925086,urn:oclc:869826203,urn:isbn:0141344598,urn:oclc:868795147,urn:isbn:014102190X,urn:oclc:777914966,urn:isbn:900150065X,urn:oclc:641508904,urn:isbn:0141319925,urn:oclc:224068307,urn:oclc:849455622,urn:oclc:861522898",How I live now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Browne, Anthony, 1946-","ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,Grayscale PDF,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,METS,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",gorilla00brow,2010-07-27T16:18:16Z,New York : Knopf : Distributed by Random House,"urn:isbn:2877671127,urn:oclc:301614444,urn:oclc:35285246,urn:oclc:717308547,urn:oclc:726311525,urn:oclc:743099287,urn:isbn:0394975251,urn:lccn:85000013,urn:lccn:00850013,urn:oclc:317519262,urn:oclc:11622864,urn:oclc:680106919,urn:isbn:0763618136,urn:lccn:2001043756,urn:oclc:228440346,urn:oclc:48003197,urn:oclc:520016613,urn:isbn:0744592720,urn:oclc:472768328,urn:oclc:49550729,urn:isbn:0153021314,urn:lccn:82062567,urn:oclc:32499918,urn:oclc:367575058,urn:oclc:780098736,urn:isbn:9025721354,urn:oclc:64951391,urn:isbn:0749701358,urn:oclc:20797068,urn:oclc:221499875,urn:isbn:0744599970,urn:oclc:36153347,urn:oclc:440862847,urn:oclc:795998453,urn:oclc:868409306,urn:isbn:0744596300,urn:oclc:420073622,urn:oclc:50214585,urn:isbn:3890820956,urn:oclc:75209893,urn:isbn:8949110482,urn:oclc:40466819,urn:oclc:62095696,urn:oclc:678871824,urn:isbn:8806052020,urn:oclc:38853734,urn:isbn:9657141583,urn:oclc:456701016,urn:oclc:798733364,urn:isbn:1406313270,urn:oclc:778920214,urn:oclc:835902868,urn:oclc:837962272,urn:oclc:861273729,urn:isbn:1406352330,urn:oclc:855199956,urn:oclc:859695816,urn:oclc:859857665,urn:isbn:0861523164,urn:oclc:655649470,urn:isbn:086203471X,urn:oclc:21078270,urn:isbn:0862031044,urn:lccn:84049743,urn:oclc:154114202,urn:oclc:419262461,urn:oclc:441628093,urn:oclc:473059396,urn:oclc:765247024,urn:oclc:767534267,urn:oclc:787352774,urn:oclc:10148773,urn:isbn:2081722380,urn:oclc:301595371,urn:oclc:742775369,urn:isbn:0744570700,urn:oclc:60607436,urn:isbn:0679814531,urn:oclc:24345227,urn:isbn:0744507480,urn:oclc:15593800,urn:oclc:221326698,urn:oclc:24721992,urn:oclc:422882447,urn:oclc:455944217,urn:isbn:0744578477,urn:oclc:44483782,urn:oclc:878613417,urn:isbn:0394822250,urn:oclc:21931802,urn:oclc:222859129,urn:oclc:795363754,urn:oclc:63926790,urn:isbn:0416524605,urn:oclc:16094953,urn:oclc:877680102,urn:isbn:1406310875,urn:oclc:699229876,urn:oclc:861337710,urn:isbn:2081710676,urn:oclc:12755077,urn:oclc:420719194,urn:oclc:461878171,urn:isbn:0763673668,urn:lccn:2014381756,urn:oclc:875360009,urn:oclc:866937108,urn:isbn:076367222X,urn:oclc:878332853,urn:isbn:9516264301,urn:oclc:57854643,urn:isbn:185681114X,urn:oclc:26356775,urn:oclc:26363250,urn:oclc:271877688,urn:oclc:803293594,urn:oclc:526612934,urn:isbn:0744594391,urn:isbn:0531046095,urn:isbn:0606351507,urn:oclc:879839603,urn:isbn:1406305383,urn:oclc:867914440,urn:isbn:1406310883,urn:oclc:156891246,urn:oclc:636944766,urn:isbn:2211205054,urn:oclc:800998562,urn:oclc:834148184",Gorilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon, Janell, 1957-","ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,Grayscale PDF,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",crickwing00cann,2010-03-15T15:05:27Z,New York : Scholastic,"urn:isbn:0152017909,urn:lccn:99050456,urn:oclc:42683106,urn:oclc:54914985,urn:oclc:858830500,urn:isbn:1417705728,urn:oclc:58477406,urn:isbn:3551515484,urn:oclc:271340547,urn:oclc:718091168,urn:oclc:76220540,urn:oclc:770610686,urn:isbn:8911021652,urn:oclc:55959024,urn:isbn:0439233348,urn:oclc:46843201,urn:isbn:842613159X,urn:oclc:228298035,urn:oclc:433364970,urn:oclc:433950422,urn:oclc:46427488,urn:oclc:54359602,urn:isbn:0152050612,urn:oclc:679773620,urn:isbn:0547453280,urn:oclc:682159782,urn:isbn:8426131689,urn:oclc:433952250,urn:oclc:806335829,urn:isbn:0439234948,urn:oclc:671307195,urn:oclc:48813762,urn:oclc:50698926",Crickwing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kellogg, Steven","ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,Grayscale PDF,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,METS,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",chickenlittle00kell,2010-06-07T15:53:53Z,New York : W. Morrow,"urn:isbn:0688056911,urn:lccn:84025519,urn:oclc:427313052,urn:oclc:748379575,urn:oclc:11469299,urn:oclc:248264917,urn:isbn:0091716101,urn:oclc:15055269,urn:isbn:1442010436,urn:oclc:464188203,urn:isbn:0812451864,urn:oclc:48368008,urn:isbn:0440844908,urn:oclc:27039557,urn:oclc:67720036,urn:isbn:0808596195,urn:isbn:0688070450,urn:lccn:99970997,urn:oclc:154414948,urn:oclc:222264890,urn:oclc:25073640,urn:oclc:29772725,urn:oclc:29773053,urn:oclc:34709621,urn:oclc:42934359,urn:oclc:436866693,urn:oclc:49521607,urn:oclc:519754794,urn:oclc:657043530,urn:oclc:690107431,urn:oclc:751425363,urn:oclc:806097566,urn:oclc:842974798,urn:oclc:866855415,urn:oclc:872989136,urn:oclc:39843566,urn:oclc:46460369,urn:oclc:50015669,urn:oclc:85811030,urn:isbn:0606024603",Chicken Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Godwin,"ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,METS,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",centralparkseren00godw,2012-01-18T20:02:24Z,HarperCollins,"urn:isbn:0060258926,urn:lccn:99030279,urn:oclc:41320110,urn:oclc:459805236",Central Park serenade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxine Hong Kingston,"ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,Contents,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JSON,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,METS,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,chOCR,hOCR",chinamen00king_0,2011-12-16T20:52:43Z,Vintage Books,"urn:isbn:0307787818,urn:oclc:712204330,urn:oclc:869486440,urn:isbn:0394750780,urn:lccn:81016119,urn:oclc:251461614,urn:oclc:7876226,urn:isbn:0330263676,urn:oclc:16554835,urn:oclc:406578412,urn:oclc:466298738,urn:oclc:610905591,urn:oclc:715079859,urn:oclc:799222239,urn:oclc:801844774,urn:oclc:802101605,urn:oclc:9872211,urn:isbn:0394424638,urn:lccn:79003469,urn:lccn:14000433,urn:oclc:246054672,urn:oclc:258532415,urn:oclc:472823710,urn:oclc:6014955,urn:oclc:715993081,urn:oclc:760488603,urn:oclc:768630205,urn:oclc:803153548,urn:isbn:1299025293,urn:isbn:0345294823,urn:oclc:463781431,urn:oclc:495486032,urn:oclc:655348982,urn:oclc:7415303,urn:isbn:8306024206,urn:oclc:43580431,urn:oclc:751206954",China men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Chambers,"ACS Encrypted EPUB,ACS Encrypted PDF,Abbyy GZ,Animated GIF,Cloth Cover Detection Log,DjVu,DjVuTXT,Djvu XML,Dublin Core,JPEG Thumb,JPEG-Compressed PDF,JSON,LCP Encrypted EPUB,LCP Encrypted PDF,MARC,MARC Binary,MARC Source,Metadata,Metadata Log,OCLC xISBN JSON,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Original JP2 Tar,Single Page Processed JP2 ZIP,Text PDF,WARC CDX Index,Web ARChive GZ,chOCR,hOCR",celiacruzqueenof00cham,2012-05-08T19:16:08Z,Dial,"urn:isbn:0142407798,urn:lccn:2004018960,urn:oclc:144220251,urn:isbn:1430102837,urn:oclc:213303844,urn:oclc:664418642,urn:isbn:1430102845,urn:oclc:670991549,urn:oclc:777913226,urn:isbn:0756981530,urn:oclc:56191962","Celia Cruz, Queen of Salsa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
